Player_name,Player_Ground,Player_match,Player_Inns,Player_NO,Player_Runs,Player_HS,Player_Ave,Player_BF,Player_SR,Player_hundred
P Jayawickrama,"England - Riverside Ground, Chester-le-Street",1,1,0,4,4,4,7,57.14,0
FJ Klaassen,"Netherlands - Sportpark Maarschalkerweerd, Utrecht",3,2,0,4,4,2,16,25,0
JB Little,"Ireland - Civil Service Cricket Club, Stormont, Belfast",2,1,0,4,4,4,4,100,0
Mohammad Nawaz (3),"South Africa - SuperSport Park, Centurion",1,1,0,4,4,4,10,40,0
JDS Neesham,"New Zealand - Basin Reserve, Wellington",1,1,0,4,4,4,4,100,0
N Pokana,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),4,4,1,4,2*,1.33,28,14.28,0
Rubel Hossain,"New Zealand - Basin Reserve, Wellington",1,1,0,4,4,4,28,14.28,0
Sufyan Mehmood,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1,1,0,4,4,4,16,25,0
A Zampa,"Australia - Manuka Oval, Canberra",1,1,0,4,4,4,7,57.14,0
KIC Asalanka,"England - Kennington Oval, London",1,1,0,3,3,3,11,27.27,0
Bikram Sob,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),3,2,0,3,2,1.5,5,60,0
SW Billings,"England - Riverside Ground, Chester-le-Street",1,1,0,3,3,3,8,37.5,0
Danish Aziz,"South Africa - SuperSport Park, Centurion",1,1,0,3,3,3,6,50,0
AJ Hosein,"West Indies - Kensington Oval, Bridgetown, Barbados",3,2,0,3,3,1.5,16,18.75,0
H Klaasen,"Ireland - The Village, Malahide, Dublin",1,1,0,3,3,3,4,75,0
B Kumar,"India - Maharashtra Cricket Association Stadium, Pune",3,1,0,3,3,3,5,60,0
Mahedi Hasan,"New Zealand - Basin Reserve, Wellington",1,1,0,3,3,3,8,37.5,0
JA McCollum,"U.A.E. - Sheikh Zayed Stadium, Abu Dhabi",1,1,0,3,3,3,11,27.27,0
R Ngarava,"Ireland - Civil Service Cricket Club, Stormont, Belfast",2,1,0,3,3,3,19,15.78,0
AL Phehlukwayo,"South Africa - The Wanderers Stadium, Johannesburg",1,1,0,3,3,3,5,60,0
DOD Rikhi,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2,2,0,3,3,1.5,14,21.42,0
Simi Singh,"Ireland - Civil Service Cricket Club, Stormont, Belfast",2,1,0,3,3,3,9,33.33,0
JA Simpson,"England - Edgbaston, Birmingham",1,1,0,3,3,3,12,25,0
TP Visee,"Netherlands - Hazelaarweg, Rotterdam",1,1,0,3,3,3,10,30,0
CA Young,"Netherlands - Sportpark Maarschalkerweerd, Utrecht",3,2,1,3,2*,3,5,60,0
MR Adair,"U.A.E. - Sheikh Zayed Stadium, Abu Dhabi",2,1,0,2,2,2,4,50,0
Asif Ali,"South Africa - SuperSport Park, Centurion",1,1,0,2,2,2,7,28.57,0
Azmatullah Omarzai,"U.A.E. - Sheikh Zayed Stadium, Abu Dhabi",1,1,0,2,2,2,10,20,0
Basil Hameed,"U.A.E. - Sheikh Zayed Stadium, Abu Dhabi",1,1,0,2,2,2,15,13.33,0
B Fernando,"England - Riverside Ground, Chester-le-Street",1,1,0,2,2,2,7,28.57,0
BOP Fernando,"West Indies - Sir Vivian Richards Stadium, North Sound, Antigua",1,1,0,2,2,2,3,66.66,0
WIA Fernando,"England - Kennington Oval, London",1,1,0,2,2,2,2,100,0
K Gowtham,"Sri Lanka - R.Premadasa Stadium, Khettarama, Colombo",1,1,0,2,2,2,3,66.66,0
D Lakshan,"England - Riverside Ground, Chester-le-Street",1,1,0,2,2,2,9,22.22,0
JB Little,"Ireland - The Village, Malahide, Dublin",2,1,0,2,2,2,2,100,0
AR McBrine,"Ireland - Civil Service Cricket Club, Stormont, Belfast",2,1,0,2,2,2,3,66.66,0
KV Morea,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),3,2,1,2,1*,2,7,28.57,0
B Muzarabani,Zimbabwe - Harare Sports Club,3,3,0,2,2,0.66,8,25,0
RA Reifer,"Bangladesh - Shere Bangla National Stadium, Mirpur, Dhaka",2,2,0,2,2,1,13,15.38,0
Faheem Ashraf,"England - Lord's, London",1,1,0,1,1,1,9,11.11,0
N Pradeep,"West Indies - Sir Vivian Richards Stadium, North Sound, Antigua",2,1,0,1,1,1,4,25,0
Haris Rauf,"England - Lord's, London",1,1,0,1,1,1,4,25,0
Hasan Mahmud,"New Zealand - University Oval, Dunedin",1,1,0,1,1,1,5,20,0
BE Hendricks,"South Africa - SuperSport Park, Centurion",1,1,0,1,1,1,5,20,0
Imam-ul-Haq,"England - Lord's, London",1,1,0,1,1,1,2,50,0
TS Kamunhukamwe,Zimbabwe - Harare Sports Club,1,1,0,1,1,1,5,20,0
Kushal Malla,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),1,1,0,1,1,1,3,33.33,0
Mehidy Hasan Miraz,"New Zealand - University Oval, Dunedin",1,1,0,1,1,1,10,10,0
RTM Mendis,"England - Riverside Ground, Chester-le-Street",1,1,0,1,1,1,5,20,0
Mohammad Naim,"Bangladesh - Shere Bangla National Stadium, Mirpur, Dhaka",1,1,0,1,1,1,2,50,0
KY Ottley,"Bangladesh - Zahur Ahmed Chowdhury Stadium, Chattogram",1,1,0,1,1,1,8,12.5,0
K Phillip,Oman - Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),2,1,0,1,1,1,3,33.33,0
MD Shanaka,"England - Riverside Ground, Chester-le-Street",1,1,0,1,1,1,9,11.11,0
A Sharafu,"U.A.E. - Sheikh Zayed Stadium, Abu Dhabi",1,1,0,1,1,1,9,11.11,0
Soumya Sarkar,"New Zealand - Basin Reserve, Wellington",1,1,0,1,1,1,6,16.66,0
Tamim Iqbal,"New Zealand - Basin Reserve, Wellington",1,1,0,1,1,1,9,11.11,0
Taskin Ahmed,Zimbabwe - Harare Sports Club,3,1,0,1,1,1,1,100,0
LJ Tucker,"Ireland - The Village, Malahide, Dublin",2,1,0,1,1,1,8,12.5,0
WA Young,"New Zealand - Hagley Oval, Christchurch",1,1,0,1,1,1,7,14.28,0
